,0,1,2,3
39,https://leetcode.com/problems/four-divisors/,1390. Four Divisors,41.2%,Medium
40,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/,1391. Check if There is a Valid Path in a Grid,47.1%,Medium
41,https://leetcode.com/problems/longest-happy-prefix/,1392. Longest Happy Prefix,45.0%,Hard
42,https://leetcode.com/problems/capital-gainloss/,1393. Capital Gain/Loss,90.8%,Medium
43,https://leetcode.com/problems/find-lucky-integer-in-an-array/,1394. Find Lucky Integer in an Array,63.6%,Easy
44,https://leetcode.com/problems/count-number-of-teams/,1395. Count Number of Teams,68.0%,Medium
45,https://leetcode.com/problems/design-underground-system/,1396. Design Underground System,73.6%,Medium
46,https://leetcode.com/problems/find-all-good-strings/,1397. Find All Good Strings,42.2%,Hard
47,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/,1398. Customers Who Bought Products A and B but Not C,77.6%,Medium
48,https://leetcode.com/problems/count-largest-group/,1399. Count Largest Group,67.2%,Easy
49,https://leetcode.com/problems/construct-k-palindrome-strings/,1400. Construct K Palindrome Strings,63.2%,Medium
