,0,1,2,3
18,https://leetcode.com/problems/maximum-sum-score-of-array/,2219. Maximum Sum Score of Array,59.8%,Medium
19,https://leetcode.com/problems/minimum-bit-flips-to-convert-number/,2220. Minimum Bit Flips to Convert Number,82.2%,Easy
20,https://leetcode.com/problems/find-triangular-sum-of-an-array/,2221. Find Triangular Sum of an Array,79.0%,Medium
21,https://leetcode.com/problems/number-of-ways-to-select-buildings/,2222. Number of Ways to Select Buildings,51.3%,Medium
22,https://leetcode.com/problems/sum-of-scores-of-built-strings/,2223. Sum of Scores of Built Strings,36.9%,Hard
23,https://leetcode.com/problems/minimum-number-of-operations-to-convert-time/,2224. Minimum Number of Operations to Convert Time,65.4%,Easy
24,https://leetcode.com/problems/find-players-with-zero-or-one-losses/,2225. Find Players With Zero or One Losses,68.7%,Medium
25,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/,2226. Maximum Candies Allocated to K Children,36.1%,Medium
26,https://leetcode.com/problems/encrypt-and-decrypt-strings/,2227. Encrypt and Decrypt Strings,39.4%,Hard
27,https://leetcode.com/problems/users-with-two-purchases-within-seven-days/,2228. Users With Two Purchases Within Seven Days,44.5%,Medium
28,https://leetcode.com/problems/check-if-an-array-is-consecutive/,2229. Check if an Array Is Consecutive,61.8%,Easy
29,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/,2230. The Users That Are Eligible for Discount,51.0%,Easy
30,https://leetcode.com/problems/largest-number-after-digit-swaps-by-parity/,2231. Largest Number After Digit Swaps by Parity,60.5%,Easy
31,https://leetcode.com/problems/minimize-result-by-adding-parentheses-to-expression/,2232. Minimize Result by Adding Parentheses to Expression,65.1%,Medium
32,https://leetcode.com/problems/maximum-product-after-k-increments/,2233. Maximum Product After K Increments,41.3%,Medium
33,https://leetcode.com/problems/maximum-total-beauty-of-the-gardens/,2234. Maximum Total Beauty of the Gardens,28.2%,Hard
34,https://leetcode.com/problems/add-two-integers/,2235. Add Two Integers,89.4%,Easy
35,https://leetcode.com/problems/root-equals-sum-of-children/,2236. Root Equals Sum of Children,86.9%,Easy
36,https://leetcode.com/problems/count-positions-on-street-with-required-brightness/,2237. Count Positions on Street With Required Brightness,68.2%,Medium
37,https://leetcode.com/problems/number-of-times-a-driver-was-a-passenger/,2238. Number of Times a Driver Was a Passenger,75.5%,Medium
38,https://leetcode.com/problems/find-closest-number-to-zero/,2239. Find Closest Number to Zero,45.8%,Easy
39,https://leetcode.com/problems/number-of-ways-to-buy-pens-and-pencils/,2240. Number of Ways to Buy Pens and Pencils,56.9%,Medium
40,https://leetcode.com/problems/design-an-atm-machine/,2241. Design an ATM Machine,38.7%,Medium
41,https://leetcode.com/problems/maximum-score-of-a-node-sequence/,2242. Maximum Score of a Node Sequence,37.5%,Hard
42,https://leetcode.com/problems/calculate-digit-sum-of-a-string/,2243. Calculate Digit Sum of a String,66.8%,Easy
43,https://leetcode.com/problems/minimum-rounds-to-complete-all-tasks/,2244. Minimum Rounds to Complete All Tasks,57.5%,Medium
44,https://leetcode.com/problems/maximum-trailing-zeros-in-a-cornered-path/,2245. Maximum Trailing Zeros in a Cornered Path,35.0%,Medium
45,https://leetcode.com/problems/longest-path-with-different-adjacent-characters/,2246. Longest Path With Different Adjacent Characters,45.2%,Hard
46,https://leetcode.com/problems/maximum-cost-of-trip-with-k-highways/,2247. Maximum Cost of Trip With K Highways,49.4%,Hard
47,https://leetcode.com/problems/intersection-of-multiple-arrays/,2248. Intersection of Multiple Arrays,69.5%,Easy
48,https://leetcode.com/problems/count-lattice-points-inside-a-circle/,2249. Count Lattice Points Inside a Circle,50.3%,Medium
49,https://leetcode.com/problems/count-number-of-rectangles-containing-each-point/,2250. Count Number of Rectangles Containing Each Point,34.1%,Medium
