,0,1,2,3
0,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/,801. Minimum Swaps To Make Sequences Increasing,39.2%,Hard
1,https://leetcode.com/problems/find-eventual-safe-states/,802. Find Eventual Safe States,55.3%,Medium
2,https://leetcode.com/problems/bricks-falling-when-hit/,803. Bricks Falling When Hit,34.3%,Hard
3,https://leetcode.com/problems/unique-morse-code-words/,804. Unique Morse Code Words,82.7%,Easy
4,https://leetcode.com/problems/split-array-with-same-average/,805. Split Array With Same Average,25.9%,Hard
5,https://leetcode.com/problems/number-of-lines-to-write-string/,806. Number of Lines To Write String,66.2%,Easy
6,https://leetcode.com/problems/max-increase-to-keep-city-skyline/,807. Max Increase to Keep City Skyline,86.0%,Medium
7,https://leetcode.com/problems/soup-servings/,808. Soup Servings,43.2%,Medium
8,https://leetcode.com/problems/expressive-words/,809. Expressive Words,46.3%,Medium
9,https://leetcode.com/problems/chalkboard-xor-game/,810. Chalkboard XOR Game,55.4%,Hard
10,https://leetcode.com/problems/subdomain-visit-count/,811. Subdomain Visit Count,75.2%,Medium
11,https://leetcode.com/problems/largest-triangle-area/,812. Largest Triangle Area,60.0%,Easy
12,https://leetcode.com/problems/largest-sum-of-averages/,813. Largest Sum of Averages,52.9%,Medium
13,https://leetcode.com/problems/binary-tree-pruning/,814. Binary Tree Pruning,72.6%,Medium
14,https://leetcode.com/problems/bus-routes/,815. Bus Routes,45.7%,Hard
15,https://leetcode.com/problems/ambiguous-coordinates/,816. Ambiguous Coordinates,56.1%,Medium
16,https://leetcode.com/problems/linked-list-components/,817. Linked List Components,58.0%,Medium
17,https://leetcode.com/problems/race-car/,818. Race Car,43.5%,Hard
18,https://leetcode.com/problems/most-common-word/,819. Most Common Word,44.9%,Easy
19,https://leetcode.com/problems/short-encoding-of-words/,820. Short Encoding of Words,60.7%,Medium
20,https://leetcode.com/problems/shortest-distance-to-a-character/,821. Shortest Distance to a Character,71.4%,Easy
21,https://leetcode.com/problems/card-flipping-game/,822. Card Flipping Game,45.6%,Medium
22,https://leetcode.com/problems/binary-trees-with-factors/,823. Binary Trees With Factors,50.0%,Medium
23,https://leetcode.com/problems/goat-latin/,824. Goat Latin,67.8%,Easy
24,https://leetcode.com/problems/friends-of-appropriate-ages/,825. Friends Of Appropriate Ages,46.4%,Medium
25,https://leetcode.com/problems/most-profit-assigning-work/,826. Most Profit Assigning Work,44.5%,Medium
26,https://leetcode.com/problems/making-a-large-island/,827. Making A Large Island,44.7%,Hard
27,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/,828. Count Unique Characters of All Substrings of a Given String,51.7%,Hard
28,https://leetcode.com/problems/consecutive-numbers-sum/,829. Consecutive Numbers Sum,41.5%,Hard
29,https://leetcode.com/problems/positions-of-large-groups/,830. Positions of Large Groups,51.8%,Easy
30,https://leetcode.com/problems/masking-personal-information/,831. Masking Personal Information,47.0%,Medium
31,https://leetcode.com/problems/flipping-an-image/,832. Flipping an Image,80.4%,Easy
32,https://leetcode.com/problems/find-and-replace-in-string/,833. Find And Replace in String,54.1%,Medium
33,https://leetcode.com/problems/sum-of-distances-in-tree/,834. Sum of Distances in Tree,54.2%,Hard
34,https://leetcode.com/problems/image-overlap/,835. Image Overlap,64.0%,Medium
35,https://leetcode.com/problems/rectangle-overlap/,836. Rectangle Overlap,43.6%,Easy
36,https://leetcode.com/problems/new-21-game/,837. New 21 Game,36.1%,Medium
37,https://leetcode.com/problems/push-dominoes/,838. Push Dominoes,57.0%,Medium
38,https://leetcode.com/problems/similar-string-groups/,839. Similar String Groups,47.7%,Hard
39,https://leetcode.com/problems/magic-squares-in-grid/,840. Magic Squares In Grid,38.5%,Medium
40,https://leetcode.com/problems/keys-and-rooms/,841. Keys and Rooms,70.2%,Medium
41,https://leetcode.com/problems/split-array-into-fibonacci-sequence/,842. Split Array into Fibonacci Sequence,38.2%,Medium
42,https://leetcode.com/problems/guess-the-word/,843. Guess the Word,41.8%,Hard
43,https://leetcode.com/problems/backspace-string-compare/,844. Backspace String Compare,48.0%,Easy
44,https://leetcode.com/problems/longest-mountain-in-array/,845. Longest Mountain in Array,40.2%,Medium
45,https://leetcode.com/problems/hand-of-straights/,846. Hand of Straights,56.4%,Medium
46,https://leetcode.com/problems/shortest-path-visiting-all-nodes/,847. Shortest Path Visiting All Nodes,61.3%,Hard
47,https://leetcode.com/problems/shifting-letters/,848. Shifting Letters,45.4%,Medium
48,https://leetcode.com/problems/maximize-distance-to-closest-person/,849. Maximize Distance to Closest Person,47.6%,Medium
49,https://leetcode.com/problems/rectangle-area-ii/,850. Rectangle Area II,53.7%,Hard
