,0,1,2,3
16,https://leetcode.com/problems/number-of-strings-that-appear-as-substrings-in-word/,1967. Number of Strings That Appear as Substrings in Word,79.9%,Easy
17,https://leetcode.com/problems/array-with-elements-not-equal-to-average-of-neighbors/,1968. Array With Elements Not Equal to Average of Neighbors,49.6%,Medium
18,https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements/,1969. Minimum Non-Zero Product of the Array Elements,33.8%,Medium
19,https://leetcode.com/problems/last-day-where-you-can-still-cross/,1970. Last Day Where You Can Still Cross,49.5%,Hard
20,https://leetcode.com/problems/find-if-path-exists-in-graph/,1971. Find if Path Exists in Graph,50.4%,Easy
21,https://leetcode.com/problems/first-and-last-call-on-the-same-day/,1972. First and Last Call On the Same Day,53.4%,Hard
22,https://leetcode.com/problems/count-nodes-equal-to-sum-of-descendants/,1973. Count Nodes Equal to Sum of Descendants,75.2%,Medium
23,https://leetcode.com/problems/minimum-time-to-type-word-using-special-typewriter/,1974. Minimum Time to Type Word Using Special Typewriter,71.5%,Easy
24,https://leetcode.com/problems/maximum-matrix-sum/,1975. Maximum Matrix Sum,45.7%,Medium
25,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/,1976. Number of Ways to Arrive at Destination,32.3%,Medium
26,https://leetcode.com/problems/number-of-ways-to-separate-numbers/,1977. Number of Ways to Separate Numbers,20.9%,Hard
27,https://leetcode.com/problems/employees-whose-manager-left-the-company/,1978. Employees Whose Manager Left the Company,50.5%,Easy
28,https://leetcode.com/problems/find-greatest-common-divisor-of-array/,1979. Find Greatest Common Divisor of Array,76.7%,Easy
29,https://leetcode.com/problems/find-unique-binary-string/,1980. Find Unique Binary String,64.3%,Medium
30,https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/,1981. Minimize the Difference Between Target and Chosen Elements,32.3%,Medium
31,https://leetcode.com/problems/find-array-given-subset-sums/,1982. Find Array Given Subset Sums,48.8%,Hard
32,https://leetcode.com/problems/widest-pair-of-indices-with-equal-range-sum/,1983. Widest Pair of Indices With Equal Range Sum,53.1%,Medium
33,https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/,1984. Minimum Difference Between Highest and Lowest of K Scores,53.6%,Easy
34,https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/,1985. Find the Kth Largest Integer in the Array,44.6%,Medium
35,https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/,1986. Minimum Number of Work Sessions to Finish the Tasks,33.1%,Medium
36,https://leetcode.com/problems/number-of-unique-good-subsequences/,1987. Number of Unique Good Subsequences,52.4%,Hard
37,https://leetcode.com/problems/find-cutoff-score-for-each-school/,1988. Find Cutoff Score for Each School,70.5%,Medium
38,https://leetcode.com/problems/maximum-number-of-people-that-can-be-caught-in-tag/,1989. Maximum Number of People That Can Be Caught in Tag,53.1%,Medium
39,https://leetcode.com/problems/count-the-number-of-experiments/,1990. Count the Number of Experiments,51.8%,Medium
40,https://leetcode.com/problems/find-the-middle-index-in-array/,1991. Find the Middle Index in Array,67.3%,Easy
41,https://leetcode.com/problems/find-all-groups-of-farmland/,1992. Find All Groups of Farmland,68.6%,Medium
42,https://leetcode.com/problems/operations-on-tree/,1993. Operations on Tree,43.7%,Medium
43,https://leetcode.com/problems/the-number-of-good-subsets/,1994. The Number of Good Subsets,34.1%,Hard
44,https://leetcode.com/problems/count-special-quadruplets/,1995. Count Special Quadruplets,59.2%,Easy
45,https://leetcode.com/problems/the-number-of-weak-characters-in-the-game/,1996. The Number of Weak Characters in the Game,44.0%,Medium
46,https://leetcode.com/problems/first-day-where-you-have-been-in-all-the-rooms/,1997. First Day Where You Have Been in All the Rooms,36.7%,Medium
47,https://leetcode.com/problems/gcd-sort-of-an-array/,1998. GCD Sort of an Array,45.8%,Hard
48,https://leetcode.com/problems/smallest-greater-multiple-made-of-two-digits/,1999. Smallest Greater Multiple Made of Two Digits,49.4%,Medium
49,https://leetcode.com/problems/reverse-prefix-of-word/,2000. Reverse Prefix of Word,77.8%,Easy
