,0,1,2,3
38,https://leetcode.com/problems/primary-department-for-each-employee/,1789. Primary Department for Each Employee,79.9%,Easy
39,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/,1790. Check if One String Swap Can Make Strings Equal,45.6%,Easy
40,https://leetcode.com/problems/find-center-of-star-graph/,1791. Find Center of Star Graph,83.5%,Easy
41,https://leetcode.com/problems/maximum-average-pass-ratio/,1792. Maximum Average Pass Ratio,52.1%,Medium
42,https://leetcode.com/problems/maximum-score-of-a-good-subarray/,1793. Maximum Score of a Good Subarray,53.5%,Hard
43,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference/,1794. Count Pairs of Equal Substrings With Minimum Difference,65.2%,Medium
44,https://leetcode.com/problems/rearrange-products-table/,1795. Rearrange Products Table,89.6%,Easy
45,https://leetcode.com/problems/second-largest-digit-in-a-string/,1796. Second Largest Digit in a String,49.1%,Easy
46,https://leetcode.com/problems/design-authentication-manager/,1797. Design Authentication Manager,56.3%,Medium
47,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make/,1798. Maximum Number of Consecutive Values You Can Make,54.5%,Medium
48,https://leetcode.com/problems/maximize-score-after-n-operations/,1799. Maximize Score After N Operations,45.8%,Hard
49,https://leetcode.com/problems/maximum-ascending-subarray-sum/,1800. Maximum Ascending Subarray Sum,63.7%,Easy
